ID_Lead,Taille_Entreprise,Poste_Contact,Secteur,Source_Lead,Temps_Sur_Site_Sec,Pages_Vues,Emails_Ouverts,Derniere_Activite_Jours,Converti
LD-01596,1-10,Operationnel,Sante,Linkedin,21,5,5,75,0
LD-01597,1-10,Manager,Sante,Webinar,58,0,5,3,0
LD-01598,1-10,Operationnel,Education,Cold Call,265,1,5,18,1
LD-01599,51-200,Manager,Sante,Linkedin,77,1,8,79,0
LD-01600,1-10,Operationnel,Sante,Webinar,300,2,0,89,0
LD-01601,11-50,Manager,Tech,Cold Call,69,4,9,54,1
LD-01602,1-10,Operationnel,Education,Webinar,32,1,5,79,0
LD-01603,11-50,Operationnel,Education,Emailing,103,0,7,17,0
LD-01604,1-10,Operationnel,Sante,Cold Call,108,2,7,82,0
LD-01605,11-50,Operationnel,Sante,Webinar,2,8,2,82,0
LD-01606,1-10,Directeur,Sante,Emailing,22,3,4,13,1
LD-01607,51-200,Operationnel,Retail,Emailing,36,4,9,63,0
LD-01608,1-10,Directeur,Industrie,Cold Call,21,4,3,14,0
LD-01609,11-50,VP/C-Level,Retail,Site Web,75,2,0,59,0
LD-01610,51-200,Manager,Education,Linkedin,601,2,8,36,1
LD-01611,11-50,Operationnel,Tech,Cold Call,128,2,4,18,0
LD-01612,11-50,Operationnel,Industrie,Emailing,177,3,1,5,0
LD-01613,11-50,Manager,Tech,Emailing,79,5,1,14,0
LD-01614,11-50,Operationnel,Education,Cold Call,70,1,6,25,0
LD-01615,11-50,Stagiaire,Education,Site Web,4,3,3,44,0
LD-01616,200+,Manager,Tech,Linkedin,124,0,0,39,0
LD-01617,11-50,Directeur,Tech,Webinar,118,4,4,12,0
LD-01618,11-50,Manager,Tech,Cold Call,30,5,1,61,0
LD-01619,51-200,Operationnel,Education,Linkedin,260,4,6,62,0
LD-01620,11-50,Manager,Sante,Linkedin,122,4,8,53,0
LD-01621,1-10,Operationnel,Tech,Emailing,74,2,0,53,0
LD-01622,11-50,Operationnel,Industrie,Webinar,28,2,1,28,0
LD-01623,200+,Directeur,Education,Cold Call,144,3,5,35,0
LD-01624,1-10,Operationnel,Retail,Emailing,251,4,7,65,0
LD-01625,11-50,Operationnel,Retail,Emailing,59,4,6,3,0
LD-01626,1-10,Stagiaire,Industrie,Site Web,44,1,8,43,0
LD-01627,11-50,Directeur,Sante,Linkedin,132,2,1,50,0
LD-01628,1-10,Manager,Tech,Cold Call,30,3,8,71,0
LD-01629,11-50,Manager,Education,Cold Call,197,2,3,9,0
LD-01630,51-200,Manager,Tech,Cold Call,167,2,2,36,0
LD-01631,11-50,Operationnel,Education,Emailing,16,3,6,23,0
LD-01632,11-50,Operationnel,Retail,Site Web,6,5,4,88,0
LD-01633,51-200,Operationnel,Tech,Webinar,174,5,4,74,0
LD-01634,200+,Stagiaire,Industrie,Emailing,62,0,1,50,0
LD-01635,1-10,Operationnel,Sante,Webinar,16,2,5,55,0
LD-01636,11-50,Directeur,Industrie,Site Web,256,4,5,12,1
LD-01637,1-10,Stagiaire,Sante,Linkedin,67,3,3,83,0
LD-01638,200+,Operationnel,Tech,Cold Call,110,4,4,32,0
LD-01639,200+,Operationnel,Tech,Webinar,48,3,6,24,0
LD-01640,11-50,Operationnel,Sante,Emailing,177,4,7,86,0
LD-01641,51-200,Directeur,Retail,Webinar,64,7,5,67,1
LD-01642,11-50,Operationnel,Education,Linkedin,619,6,4,27,1
LD-01643,11-50,Operationnel,Industrie,Cold Call,218,1,2,61,0
LD-01644,1-10,Manager,Industrie,Webinar,26,3,6,19,0
LD-01645,51-200,Operationnel,Industrie,Linkedin,97,4,7,73,0
LD-01646,1-10,Operationnel,Tech,Emailing,87,4,2,51,0
LD-01647,51-200,Operationnel,Industrie,Site Web,137,4,4,64,0
LD-01648,51-200,Manager,Education,Emailing,332,3,1,77,0
LD-01649,51-200,VP/C-Level,Education,Cold Call,157,5,9,2,0
LD-01650,1-10,Manager,Sante,Emailing,11,3,9,36,0
LD-01651,11-50,Operationnel,Tech,Emailing,191,3,3,11,0
LD-01652,1-10,Directeur,Education,Emailing,1,6,3,68,0
LD-01653,11-50,Operationnel,Retail,Emailing,272,3,7,68,0
LD-01654,1-10,Stagiaire,Tech,Cold Call,197,3,2,64,0
LD-01655,200+,Operationnel,Tech,Linkedin,66,5,4,1,0
LD-01656,11-50,Operationnel,Education,Webinar,62,5,4,89,0
LD-01657,11-50,Manager,Retail,Site Web,288,3,1,26,0
LD-01658,11-50,Manager,Sante,Webinar,275,3,8,11,1
LD-01659,11-50,Directeur,Education,Webinar,78,1,3,87,0
LD-01660,11-50,Manager,Retail,Site Web,63,0,8,2,1
LD-01661,11-50,Manager,Tech,Cold Call,147,3,8,83,0
LD-01662,200+,Stagiaire,Retail,Site Web,1,2,1,40,0
LD-01663,11-50,Stagiaire,Tech,Cold Call,15,1,8,4,0
LD-01664,200+,Manager,Education,Webinar,24,4,8,80,0
LD-01665,51-200,Operationnel,Education,Cold Call,36,2,1,37,0
LD-01666,1-10,Directeur,Industrie,Linkedin,129,3,5,61,1
LD-01667,200+,Operationnel,Industrie,Site Web,874,0,8,5,1
LD-01668,1-10,Stagiaire,Industrie,Linkedin,190,4,3,15,0
LD-01669,51-200,Operationnel,Education,Webinar,11,3,1,87,0
LD-01670,11-50,Operationnel,Sante,Site Web,134,4,6,67,0
LD-01671,51-200,Stagiaire,Education,Webinar,123,2,8,82,0
LD-01672,51-200,Manager,Retail,Linkedin,28,2,5,26,0
LD-01673,51-200,Operationnel,Education,Webinar,455,4,3,6,1
LD-01674,51-200,Manager,Education,Site Web,104,2,0,44,0
LD-01675,11-50,Operationnel,Tech,Site Web,938,2,3,58,1
LD-01676,1-10,Operationnel,Tech,Webinar,98,4,2,81,0
LD-01677,11-50,Operationnel,Tech,Site Web,168,1,6,46,0
LD-01678,1-10,Directeur,Education,Site Web,19,3,9,42,0
LD-01679,11-50,Operationnel,Sante,Webinar,108,0,4,48,0
LD-01680,11-50,Manager,Retail,Linkedin,49,3,2,27,0
LD-01681,200+,Operationnel,Retail,Site Web,324,1,1,20,0
LD-01682,11-50,Manager,Sante,Site Web,275,2,1,70,0
LD-01683,51-200,Operationnel,Sante,Site Web,312,3,4,35,0
LD-01684,1-10,Manager,Retail,Site Web,231,2,7,76,0
LD-01685,51-200,Manager,Industrie,Webinar,321,1,7,48,1
LD-01686,200+,Directeur,Tech,Linkedin,40,2,4,67,0
LD-01687,11-50,Operationnel,Tech,Linkedin,108,1,1,68,0
LD-01688,11-50,Stagiaire,Retail,Cold Call,211,6,3,52,0
LD-01689,51-200,Stagiaire,Sante,Site Web,182,1,6,68,0
LD-01690,1-10,Directeur,Industrie,Site Web,226,1,5,4,1
LD-01691,11-50,Manager,Retail,Cold Call,45,0,9,39,0
LD-01692,11-50,Manager,Tech,Linkedin,18,2,6,21,0
LD-01693,1-10,Operationnel,Education,Emailing,447,1,4,66,1
LD-01694,11-50,Operationnel,Sante,Emailing,147,3,1,16,0
LD-01695,1-10,Stagiaire,Education,Linkedin,30,1,7,7,0
LD-01696,1-10,VP/C-Level,Retail,Site Web,283,5,1,83,0
LD-01697,1-10,Manager,Tech,Emailing,443,3,7,9,1
LD-01698,200+,Directeur,Industrie,Webinar,33,3,6,17,1
LD-01699,11-50,Operationnel,Education,Webinar,306,0,2,12,0
LD-01700,200+,Manager,Industrie,Cold Call,487,3,3,57,0
LD-01701,11-50,Manager,Tech,Linkedin,501,1,6,45,1
LD-01702,11-50,Operationnel,Education,Linkedin,441,5,3,11,1
LD-01703,11-50,Directeur,Industrie,Emailing,142,2,8,13,1
LD-01704,11-50,Directeur,Industrie,Site Web,79,2,6,31,0
LD-01705,1-10,Directeur,Education,Linkedin,1,3,0,77,0
LD-01706,11-50,Manager,Tech,Emailing,11,7,0,26,0
LD-01707,1-10,Operationnel,Industrie,Emailing,100,2,3,63,0
LD-01708,11-50,Operationnel,Retail,Linkedin,91,2,8,31,0
LD-01709,11-50,VP/C-Level,Education,Emailing,36,4,3,22,0
LD-01710,1-10,Stagiaire,Sante,Cold Call,90,4,4,6,0
LD-01711,1-10,Manager,Sante,Cold Call,34,2,0,20,0
LD-01712,51-200,Manager,Tech,Linkedin,340,1,1,85,0
LD-01713,11-50,Manager,Retail,Site Web,63,3,3,10,0
LD-01714,1-10,VP/C-Level,Industrie,Cold Call,164,3,3,83,0
LD-01715,200+,Operationnel,Sante,Cold Call,125,6,9,35,0
LD-01716,1-10,Operationnel,Tech,Linkedin,9,0,5,26,1
LD-01717,11-50,Stagiaire,Retail,Webinar,513,2,5,71,0
LD-01718,200+,Operationnel,Retail,Emailing,134,1,7,37,0
LD-01719,1-10,Operationnel,Tech,Cold Call,70,2,8,8,0
LD-01720,1-10,Operationnel,Tech,Webinar,30,5,0,5,0
LD-01721,1-10,Directeur,Industrie,Site Web,74,1,0,44,0
LD-01722,11-50,Directeur,Tech,Webinar,3,4,5,67,0
LD-01723,1-10,Operationnel,Industrie,Linkedin,81,6,3,72,0
LD-01724,11-50,Operationnel,Industrie,Site Web,136,2,3,79,0
LD-01725,1-10,Directeur,Education,Site Web,369,2,0,49,0
LD-01726,11-50,Stagiaire,Retail,Webinar,209,4,8,36,0
LD-01727,200+,Stagiaire,Retail,Linkedin,21,1,2,80,0
LD-01728,51-200,Operationnel,Retail,Cold Call,28,3,4,26,0
LD-01729,11-50,Manager,Education,Webinar,100,2,9,45,1
LD-01730,11-50,Operationnel,Industrie,Cold Call,39,7,0,61,0
LD-01731,11-50,VP/C-Level,Industrie,Webinar,5,1,7,44,0
LD-01732,11-50,Operationnel,Tech,Cold Call,294,3,2,4,0
LD-01733,11-50,Manager,Education,Webinar,3,3,0,76,0
LD-01734,1-10,Operationnel,Tech,Site Web,319,5,9,81,0
LD-01735,51-200,Operationnel,Education,Emailing,28,5,5,58,0
LD-01736,11-50,Manager,Tech,Site Web,661,3,0,26,1
LD-01737,1-10,Manager,Sante,Cold Call,166,4,2,79,0
LD-01738,11-50,Manager,Retail,Linkedin,239,2,4,29,1
LD-01739,11-50,Manager,Retail,Site Web,21,4,3,9,0
LD-01740,51-200,Directeur,Industrie,Emailing,356,2,6,78,1
LD-01741,51-200,Directeur,Sante,Cold Call,328,4,5,36,0
LD-01742,51-200,Manager,Retail,Site Web,190,0,2,4,0
LD-01743,1-10,Stagiaire,Industrie,Webinar,125,3,7,59,0
LD-01744,11-50,Stagiaire,Sante,Linkedin,230,3,7,37,0
LD-01745,11-50,Operationnel,Retail,Cold Call,1,3,1,88,0
LD-01746,1-10,Manager,Tech,Site Web,161,1,6,81,0
LD-01747,1-10,Operationnel,Education,Cold Call,338,4,0,13,0
LD-01748,51-200,Operationnel,Sante,Webinar,79,0,1,20,0
LD-01749,1-10,Directeur,Industrie,Emailing,20,4,7,17,1
LD-01750,11-50,Directeur,Sante,Site Web,98,2,0,51,0
LD-01751,1-10,Directeur,Industrie,Cold Call,233,6,1,55,0
LD-01752,1-10,Operationnel,Sante,Cold Call,20,2,0,33,0
LD-01753,1-10,Manager,Industrie,Cold Call,41,4,4,21,0
LD-01754,200+,Operationnel,Retail,Emailing,28,3,6,81,0
LD-01755,51-200,Operationnel,Tech,Cold Call,286,6,5,22,1
LD-01756,200+,Operationnel,Retail,Linkedin,11,3,5,25,0
LD-01757,11-50,Operationnel,Tech,Linkedin,208,2,5,67,0
LD-01758,1-10,Operationnel,Retail,Cold Call,82,2,7,12,0
LD-01759,11-50,Directeur,Retail,Linkedin,253,3,4,15,1
LD-01760,11-50,Operationnel,Sante,Site Web,600,2,9,84,1
LD-01761,51-200,Manager,Education,Linkedin,21,2,6,86,0
LD-01762,1-10,Manager,Industrie,Cold Call,67,4,2,2,0
LD-01763,11-50,Operationnel,Industrie,Webinar,299,3,8,4,0
LD-01764,1-10,Operationnel,Industrie,Site Web,55,7,9,45,0
LD-01765,11-50,Operationnel,Tech,Emailing,43,6,2,13,0
LD-01766,51-200,Manager,Industrie,Cold Call,314,4,5,55,0
LD-01767,11-50,Operationnel,Industrie,Emailing,782,4,2,32,0
LD-01768,11-50,Operationnel,Sante,Webinar,146,3,0,22,0
LD-01769,11-50,Operationnel,Retail,Emailing,58,3,0,89,0
LD-01770,11-50,Manager,Industrie,Cold Call,91,5,2,55,0
LD-01771,51-200,Directeur,Education,Cold Call,33,1,3,17,0
LD-01772,51-200,Operationnel,Industrie,Webinar,258,5,1,70,0
LD-01773,200+,Manager,Tech,Cold Call,267,2,8,51,0
LD-01774,51-200,Manager,Tech,Webinar,374,8,7,80,1
LD-01775,11-50,Directeur,Tech,Webinar,4,5,2,8,1
LD-01776,11-50,Directeur,Industrie,Cold Call,148,3,6,61,0
LD-01777,11-50,Manager,Sante,Linkedin,43,3,3,10,0
LD-01778,1-10,Manager,Education,Webinar,75,2,4,19,0
LD-01779,51-200,Directeur,Industrie,Cold Call,276,2,3,14,1
LD-01780,1-10,Operationnel,Sante,Linkedin,38,2,8,67,0
LD-01781,200+,Operationnel,Sante,Webinar,183,6,6,55,0
LD-01782,11-50,Stagiaire,Industrie,Linkedin,191,0,3,61,0
LD-01783,11-50,Directeur,Industrie,Site Web,554,1,7,56,1
LD-01784,11-50,Directeur,Sante,Site Web,268,3,1,63,0
LD-01785,51-200,Operationnel,Sante,Linkedin,293,6,6,87,0
LD-01786,11-50,Manager,Sante,Webinar,136,3,0,11,0
LD-01787,11-50,Operationnel,Industrie,Cold Call,37,4,7,47,0
LD-01788,1-10,Operationnel,Sante,Emailing,99,1,5,6,0
LD-01789,11-50,VP/C-Level,Tech,Cold Call,143,4,4,34,0
LD-01790,1-10,Operationnel,Industrie,Emailing,204,2,8,65,0
LD-01791,51-200,Stagiaire,Tech,Emailing,168,5,8,89,0
LD-01792,11-50,Manager,Retail,Webinar,90,3,2,64,0
LD-01793,11-50,Manager,Industrie,Linkedin,55,2,8,87,0
LD-01794,1-10,Stagiaire,Retail,Cold Call,33,5,8,82,0
LD-01795,1-10,Manager,Sante,Linkedin,213,1,1,78,0
LD-01796,51-200,Manager,Sante,Site Web,186,3,4,81,0
LD-01797,1-10,Operationnel,Education,Webinar,209,1,1,66,0
LD-01798,1-10,Operationnel,Sante,Webinar,83,4,0,31,0
LD-01799,1-10,Manager,Retail,Site Web,54,2,6,83,0
LD-01800,200+,Operationnel,Sante,Cold Call,256,3,3,62,0
LD-01801,51-200,Directeur,Industrie,Site Web,267,3,4,54,0
LD-01802,11-50,Directeur,Sante,Cold Call,109,2,3,8,0
LD-01803,1-10,VP/C-Level,Education,Emailing,170,4,5,42,0
LD-01804,11-50,Operationnel,Sante,Webinar,84,1,1,41,0
LD-01805,51-200,VP/C-Level,Retail,Cold Call,217,3,7,59,0
LD-01806,11-50,Operationnel,Retail,Linkedin,325,3,3,40,0
LD-01807,1-10,Operationnel,Sante,Linkedin,209,2,7,22,0
LD-01808,1-10,Stagiaire,Retail,Webinar,129,5,2,24,0
LD-01809,1-10,Stagiaire,Retail,Site Web,110,4,4,38,0
LD-01810,11-50,Manager,Education,Site Web,185,2,2,2,0
LD-01811,51-200,Operationnel,Industrie,Cold Call,204,6,6,41,0
LD-01812,1-10,Operationnel,Education,Site Web,147,5,2,19,0
LD-01813,1-10,Manager,Tech,Webinar,176,1,7,2,1
LD-01814,1-10,Operationnel,Education,Cold Call,18,2,8,62,0
LD-01815,200+,Manager,Sante,Emailing,545,1,1,83,0
LD-01816,1-10,Operationnel,Industrie,Site Web,281,2,2,16,0
LD-01817,51-200,Directeur,Sante,Site Web,84,4,6,22,0
LD-01818,11-50,Directeur,Tech,Cold Call,148,3,4,14,1
LD-01819,11-50,Operationnel,Industrie,Linkedin,8,3,9,56,0
LD-01820,1-10,Operationnel,Retail,Site Web,7,6,6,65,0
LD-01821,1-10,Operationnel,Education,Webinar,51,1,1,45,0
LD-01822,11-50,Directeur,Sante,Site Web,210,2,3,54,0
LD-01823,51-200,Operationnel,Tech,Emailing,344,7,0,66,0
LD-01824,11-50,Operationnel,Retail,Site Web,147,0,4,86,0
LD-01825,11-50,Stagiaire,Education,Linkedin,136,2,7,46,0
LD-01826,1-10,Operationnel,Retail,Site Web,92,2,0,33,0
LD-01827,200+,Operationnel,Education,Cold Call,31,6,6,79,0
LD-01828,51-200,Directeur,Industrie,Site Web,22,2,6,50,0
LD-01829,1-10,Operationnel,Retail,Linkedin,257,3,6,22,0
LD-01830,200+,Operationnel,Retail,Cold Call,472,4,0,40,0
LD-01831,11-50,Directeur,Retail,Webinar,110,3,2,39,0
LD-01832,11-50,Directeur,Industrie,Cold Call,193,3,1,41,0
LD-01833,51-200,Operationnel,Tech,Emailing,442,2,4,75,0
LD-01834,51-200,Operationnel,Education,Cold Call,16,0,1,68,0
LD-01835,11-50,Operationnel,Retail,Webinar,264,2,4,7,1
LD-01836,1-10,Directeur,Industrie,Site Web,172,6,4,85,0
LD-01837,11-50,Operationnel,Tech,Cold Call,164,4,3,71,0
LD-01838,200+,Directeur,Education,Cold Call,62,4,6,4,1
LD-01839,1-10,Manager,Industrie,Cold Call,207,3,9,76,0
LD-01840,11-50,Manager,Education,Cold Call,285,4,5,59,0
LD-01841,11-50,Stagiaire,Retail,Webinar,21,1,1,81,0
LD-01842,11-50,Operationnel,Tech,Linkedin,137,3,3,84,0
LD-01843,11-50,Operationnel,Industrie,Linkedin,19,1,6,26,1
LD-01844,200+,Operationnel,Tech,Cold Call,370,3,8,31,0
LD-01845,1-10,Manager,Retail,Webinar,127,0,8,73,0
LD-01846,1-10,VP/C-Level,Tech,Webinar,297,3,2,69,0
LD-01847,1-10,Manager,Tech,Cold Call,82,0,0,52,0
LD-01848,51-200,Manager,Sante,Emailing,24,4,8,72,0
LD-01849,11-50,Stagiaire,Tech,Cold Call,7,1,7,21,0
LD-01850,1-10,Operationnel,Education,Emailing,59,2,6,16,0
LD-01851,51-200,Operationnel,Industrie,Cold Call,50,3,5,51,0
LD-01852,51-200,Manager,Sante,Emailing,147,2,9,16,0
LD-01853,51-200,Directeur,Industrie,Emailing,3,7,6,18,0
LD-01854,200+,Manager,Industrie,Cold Call,132,5,8,47,0
LD-01855,1-10,Stagiaire,Retail,Emailing,89,1,5,56,0
LD-01856,51-200,Operationnel,Retail,Site Web,154,1,9,28,0
LD-01857,11-50,Manager,Sante,Linkedin,218,3,2,82,0
LD-01858,51-200,Operationnel,Retail,Webinar,180,3,2,78,0
LD-01859,51-200,Directeur,Retail,Emailing,751,3,3,56,1
LD-01860,51-200,Directeur,Retail,Emailing,26,4,9,37,0
LD-01861,11-50,Manager,Industrie,Webinar,101,2,9,16,1
LD-01862,1-10,Operationnel,Sante,Emailing,99,2,7,85,0
LD-01863,11-50,Operationnel,Industrie,Webinar,97,4,9,65,0
LD-01864,200+,Operationnel,Education,Cold Call,196,1,8,60,0
LD-01865,200+,Operationnel,Industrie,Site Web,121,3,7,61,0
LD-01866,1-10,Operationnel,Education,Site Web,131,5,9,11,0
LD-01867,1-10,Manager,Tech,Linkedin,101,4,1,75,0
LD-01868,1-10,Manager,Tech,Emailing,862,5,3,66,1
LD-01869,51-200,Stagiaire,Education,Linkedin,472,3,3,32,0
LD-01870,51-200,Operationnel,Education,Cold Call,66,1,1,19,0
LD-01871,1-10,Operationnel,Industrie,Site Web,21,6,7,56,0
LD-01872,11-50,Operationnel,Education,Cold Call,329,6,2,5,0
LD-01873,51-200,Directeur,Sante,Cold Call,1056,5,1,3,1
LD-01874,51-200,Stagiaire,Tech,Emailing,62,3,6,28,0
LD-01875,11-50,Operationnel,Tech,Cold Call,79,4,0,87,0
LD-01876,11-50,Operationnel,Education,Site Web,511,2,5,72,0
LD-01877,11-50,Directeur,Retail,Linkedin,223,2,2,29,1
LD-01878,1-10,Manager,Retail,Site Web,63,1,2,77,0
LD-01879,11-50,Operationnel,Education,Emailing,156,3,4,59,0
LD-01880,11-50,Manager,Sante,Site Web,519,3,2,25,0
LD-01881,51-200,Manager,Retail,Webinar,300,4,3,22,0
LD-01882,11-50,VP/C-Level,Education,Linkedin,243,6,2,71,0
LD-01883,51-200,Operationnel,Sante,Webinar,240,4,6,23,1
LD-01884,1-10,Directeur,Sante,Webinar,35,4,2,70,0
LD-01885,11-50,Directeur,Industrie,Emailing,313,5,9,79,1
LD-01886,1-10,Directeur,Sante,Cold Call,58,2,3,79,0
LD-01887,1-10,Manager,Retail,Webinar,479,5,1,40,1
LD-01888,51-200,Manager,Retail,Site Web,81,1,1,14,0
LD-01889,200+,Operationnel,Education,Cold Call,350,2,8,29,1
LD-01890,1-10,Manager,Education,Site Web,55,5,0,16,0
LD-01891,11-50,Manager,Sante,Site Web,130,2,0,87,0
LD-01892,51-200,Manager,Tech,Cold Call,20,4,9,10,0
LD-01893,1-10,Operationnel,Industrie,Cold Call,194,4,0,47,0
LD-01894,11-50,Manager,Tech,Site Web,325,4,2,4,0
LD-01895,51-200,Directeur,Sante,Emailing,228,4,1,12,0
LD-01896,11-50,Operationnel,Sante,Linkedin,133,1,2,42,0
LD-01897,1-10,Directeur,Tech,Linkedin,8,4,4,4,1
LD-01898,11-50,Manager,Industrie,Emailing,487,3,8,84,1
LD-01899,51-200,Directeur,Tech,Cold Call,220,4,1,6,0
LD-01900,11-50,Operationnel,Education,Site Web,246,1,0,14,0
LD-01901,1-10,Operationnel,Retail,Linkedin,284,2,5,35,0
LD-01902,51-200,Directeur,Education,Site Web,247,1,2,47,0
LD-01903,1-10,Operationnel,Retail,Emailing,104,2,6,58,0
LD-01904,51-200,Directeur,Sante,Site Web,238,4,5,65,0
LD-01905,1-10,Operationnel,Industrie,Emailing,176,3,6,19,1
LD-01906,200+,Manager,Tech,Cold Call,346,5,4,57,0
LD-01907,11-50,Operationnel,Industrie,Emailing,291,3,0,65,0
LD-01908,11-50,Manager,Tech,Emailing,7,4,2,13,0
LD-01909,1-10,Operationnel,Education,Linkedin,85,2,2,8,0
LD-01910,11-50,Stagiaire,Education,Site Web,6,5,6,18,0
LD-01911,51-200,Operationnel,Tech,Linkedin,19,2,2,35,0
LD-01912,200+,Stagiaire,Industrie,Webinar,165,2,4,87,0
LD-01913,11-50,VP/C-Level,Tech,Emailing,372,2,3,26,1
LD-01914,11-50,VP/C-Level,Sante,Webinar,22,2,3,38,1
LD-01915,51-200,Operationnel,Education,Linkedin,107,5,6,84,0
LD-01916,51-200,Manager,Sante,Site Web,435,3,0,66,0
LD-01917,11-50,Operationnel,Education,Linkedin,303,2,6,26,0
LD-01918,11-50,Manager,Education,Site Web,131,6,7,57,1
LD-01919,11-50,Directeur,Retail,Site Web,265,0,2,25,0
LD-01920,11-50,Directeur,Sante,Cold Call,133,1,2,30,0
LD-01921,1-10,Operationnel,Sante,Emailing,30,6,3,82,0
LD-01922,11-50,Manager,Retail,Linkedin,23,7,5,7,1
LD-01923,11-50,Operationnel,Industrie,Site Web,37,5,6,27,0
LD-01924,51-200,VP/C-Level,Sante,Linkedin,77,5,0,11,0
LD-01925,1-10,Stagiaire,Tech,Linkedin,480,3,3,8,0
LD-01926,11-50,Manager,Retail,Site Web,289,3,6,11,1
LD-01927,11-50,Manager,Sante,Webinar,102,2,1,88,0
LD-01928,11-50,Manager,Industrie,Emailing,122,2,0,30,0
LD-01929,1-10,Operationnel,Sante,Emailing,55,1,0,15,0
LD-01930,11-50,Directeur,Education,Cold Call,219,1,9,56,0
LD-01931,11-50,Operationnel,Tech,Cold Call,292,2,5,35,0
LD-01932,11-50,Manager,Retail,Cold Call,49,4,4,39,0
LD-01933,11-50,Operationnel,Education,Emailing,7,5,0,24,0
LD-01934,11-50,Operationnel,Industrie,Webinar,176,2,9,8,1
LD-01935,51-200,Manager,Education,Emailing,148,3,2,43,0
LD-01936,1-10,Operationnel,Education,Emailing,92,3,6,42,0
LD-01937,51-200,Operationnel,Industrie,Emailing,185,4,8,84,0
LD-01938,11-50,Operationnel,Education,Emailing,143,8,8,41,0
LD-01939,1-10,Operationnel,Retail,Webinar,51,4,5,47,0
LD-01940,1-10,Manager,Sante,Cold Call,91,4,2,26,0
LD-01941,11-50,Directeur,Education,Linkedin,100,2,0,52,0
LD-01942,51-200,Stagiaire,Retail,Cold Call,382,3,2,88,0
LD-01943,51-200,Operationnel,Sante,Cold Call,583,2,9,22,1
LD-01944,51-200,Operationnel,Sante,Linkedin,402,0,1,5,0
LD-01945,11-50,Stagiaire,Education,Emailing,228,3,4,15,0
LD-01946,11-50,Manager,Retail,Webinar,158,2,7,36,0
LD-01947,1-10,Manager,Education,Webinar,210,3,4,63,0
LD-01948,11-50,Operationnel,Industrie,Cold Call,503,1,0,79,0
LD-01949,11-50,Operationnel,Sante,Linkedin,51,3,2,49,0
LD-01950,1-10,Stagiaire,Education,Site Web,137,0,4,55,0
LD-01951,1-10,Directeur,Sante,Emailing,210,2,6,72,0
LD-01952,11-50,VP/C-Level,Retail,Cold Call,204,3,4,60,0
LD-01953,51-200,Operationnel,Tech,Webinar,52,3,9,57,0
LD-01954,200+,Operationnel,Education,Linkedin,159,0,4,29,1
LD-01955,200+,Directeur,Education,Linkedin,286,5,6,19,1
LD-01956,11-50,Directeur,Sante,Cold Call,116,2,7,73,0
LD-01957,11-50,Operationnel,Retail,Site Web,283,5,7,10,1
LD-01958,11-50,Stagiaire,Industrie,Webinar,80,3,6,10,0
LD-01959,51-200,Stagiaire,Retail,Cold Call,502,3,2,89,0
LD-01960,1-10,Manager,Education,Site Web,137,3,1,57,0
LD-01961,11-50,Operationnel,Industrie,Linkedin,163,2,0,54,0
LD-01962,51-200,Stagiaire,Retail,Emailing,5,5,5,56,0
LD-01963,11-50,Manager,Tech,Webinar,33,2,8,68,0
LD-01964,11-50,Stagiaire,Sante,Webinar,180,2,2,69,0
LD-01965,11-50,Manager,Retail,Site Web,98,2,4,87,0
LD-01966,1-10,Operationnel,Retail,Cold Call,127,3,8,55,0
LD-01967,11-50,Stagiaire,Tech,Linkedin,11,2,8,69,0
LD-01968,11-50,Manager,Education,Site Web,323,2,6,72,0
LD-01969,1-10,Operationnel,Sante,Emailing,276,2,3,81,0
LD-01970,1-10,VP/C-Level,Retail,Emailing,36,1,1,1,0
LD-01971,51-200,Manager,Industrie,Emailing,181,3,1,12,0
LD-01972,1-10,Operationnel,Retail,Site Web,306,0,3,35,0
LD-01973,11-50,Manager,Sante,Linkedin,184,1,0,78,0
LD-01974,1-10,Operationnel,Retail,Webinar,66,6,3,82,0
LD-01975,200+,Directeur,Tech,Cold Call,192,1,5,74,0
LD-01976,1-10,Operationnel,Retail,Webinar,42,5,5,79,0
LD-01977,11-50,Manager,Retail,Linkedin,68,2,6,33,1
LD-01978,51-200,Stagiaire,Industrie,Webinar,49,5,4,83,0
LD-01979,51-200,Operationnel,Tech,Site Web,146,3,8,25,0
LD-01980,1-10,Directeur,Tech,Emailing,20,0,1,16,0
LD-01981,51-200,Directeur,Retail,Linkedin,487,1,1,8,1
LD-01982,11-50,Operationnel,Industrie,Linkedin,73,3,3,35,0
LD-01983,11-50,Operationnel,Retail,Webinar,44,0,3,85,0
LD-01984,1-10,Directeur,Retail,Site Web,123,1,3,83,0
LD-01985,1-10,Directeur,Sante,Webinar,58,0,0,46,0
LD-01986,51-200,Stagiaire,Sante,Webinar,137,4,3,11,0
LD-01987,11-50,Operationnel,Industrie,Linkedin,77,1,4,61,0
LD-01988,11-50,Operationnel,Education,Webinar,25,0,8,44,0
LD-01989,51-200,Directeur,Sante,Emailing,55,2,2,11,0
LD-01990,51-200,Stagiaire,Education,Webinar,103,4,2,11,0
LD-01991,1-10,Operationnel,Tech,Emailing,5,4,4,22,0
LD-01992,11-50,Manager,Sante,Linkedin,265,4,9,85,1
LD-01993,1-10,Stagiaire,Sante,Site Web,175,1,5,82,0
LD-01994,51-200,Operationnel,Industrie,Emailing,165,3,2,62,0
